Date,Ratio_a (HDFCLTD),Ratio_b (HDFCBANK)
2017-11-28,1.008474576,1.004199079
2017-11-29,0.987626775,1.004261935
2017-11-30,0.98330546,0.98953718
2017-12-01,0.989914663,0.997032961
2017-12-04,1.013021461,0.992370956
2017-12-05,0.999464413,0.992557658
2017-12-06,0.981482584,0.990579252
2017-12-07,1.004337539,1.003521322
2017-12-08,1.016550391,1.016992236
2017-12-11,1.016043257,1.003260161
2017-12-12,1.000497091,0.985647747
2017-12-13,0.991758242,1.000796747
2017-12-14,1.004597159,1.009169023
2017-12-15,1.010853623,1.019259541
2017-12-18,0.998229832,1.00293576
2017-12-19,0.993720748,1.002953777
2017-12-20,0.990960419,0.991323959
2017-12-21,1.004841471,1.000080293
2017-12-22,1.00437746,1.004469304
2017-12-26,1.002252318,0.995577225
2017-12-27,0.996906374,0.993791313
2017-12-28,0.993120206,1.011471657
2017-12-29,1.00840138,0.99699156
2018-01-01,0.984418849,0.990440077
2018-01-02,1.011581292,1.009625236
2018-01-03,0.998561573,0.989478463
2018-01-04,1.001411101,1.003913313
2018-01-05,1.012916862,1.001989354
2018-01-08,1.009129376,0.998390212
2018-01-09,0.996611046,1.001666129
2018-01-10,0.995043371,1.000268284
2018-01-11,1.008630427,1.004479133
2018-01-12,1.011255635,0.996128274
2018-01-15,1.062608251,1.017396665
2018-01-16,0.986505985,1.001264656
2018-01-17,1.006717408,0.994921454
2018-01-18,1.020690397,1.023168474
2018-01-19,1.002346057,1.009253994
2018-01-22,0.984615385,1.005711505
2018-01-23,1.006757479,0.993862531
2018-01-24,1.014087496,1.003254241
2018-01-25,0.998482629,1.008837126
2018-01-29,1.031074779,1.012506646
2018-01-30,0.984702175,0.997924637
2018-01-31,1.009703226,1.005111501
2018-02-01,1.005750652,0.992745675
2018-02-02,0.967624711,0.978329106
2018-02-05,0.957717257,0.982469199
2018-02-06,0.980941673,0.991091256
2018-02-07,0.998182936,0.987347111
2018-02-08,1.014815022,1.004351773
2018-02-09,0.97861243,0.983279726
2018-02-12,1.018273596,1.014679643
2018-02-14,1.004735661,1.003463619
2018-02-15,1.008544653,0.999336219
2018-02-16,0.992347636,0.998246453
2018-02-19,0.999201322,0.999787075
2018-02-20,0.998732119,0.99201363
2018-02-21,1.007202981,0.996887076
2018-02-22,0.996958571,0.997738775
2018-02-23,1.002720901,1.014758256
2018-02-26,1.010442934,1.016484539
2018-02-27,0.992079208,0.995291779
2018-02-28,0.989090313,0.99035505
2018-03-01,1.003013214,0.994772317
2018-03-05,0.986467492,0.99765252
2018-03-06,0.996200268,0.987325864
2018-03-07,0.988192731,0.992606635
2018-03-08,1.021001845,1.011049874
2018-03-09,1.011035441,0.999028524
2018-03-12,1.021692511,1.00875179
2018-03-13,1.005624176,0.996251172
2018-03-14,0.98726251,1.002284639
2018-03-15,0.992031225,1.00874229
2018-03-16,0.978907104,0.985219056
2018-03-19,0.990566038,0.996896924
2018-03-20,1.014398422,0.995804574
2018-03-21,1.009888614,1.010546344
2018-03-22,0.995434167,1.00476088
2018-03-23,0.98897516,0.985972427
2018-03-26,1.022658695,1.028182781
2018-03-27,0.996175177,0.999551084
2018-03-28,1.001343828,0.996565571
2018-04-02,1.006819676,1.023911776
2018-04-03,0.993280923,0.992077465
2018-04-04,0.987730733,0.982958401
2018-04-05,1.011728498,1.013620072
2018-04-06,1.002493902,1.007595998
2018-04-09,1.004209951,1.008136633
2018-04-10,0.989546469,0.99061396
2018-04-11,0.997193948,0.998958794
2018-04-12,1.009186714,1.005185398
2018-04-13,1.006314754,0.998029863
2018-04-16,1.016217538,1.008883117
2018-04-17,1.010291641,1.003295402
2018-04-18,0.993649786,0.991839877
2018-04-19,0.989854609,1.003311601
2018-04-20,0.98681839,1.008715833
2018-04-23,0.998200801,0.989697837
2018-04-24,1.015675779,0.999612553
2018-04-25,0.994595467,0.992635659
2018-04-26,1.000513652,1.004945985
2018-04-27,1.00178335,0.996451237
2018-04-30,1.015913688,1.010866174
2018-05-02,1.014522766,1.012960963
2018-05-03,1.006333089,0.999187611
2018-05-04,0.993576741,1.010468012
2018-05-07,1.004370927,0.994417903
2018-05-08,0.991999792,0.994765854
2018-05-09,0.99700528,1.005770062
2018-05-10,0.998234659,1.007228063
2018-05-11,1.013461437,1.009559894
2018-05-14,1.005625586,1.004970797
2018-05-15,0.999456128,1.007938667
2018-05-16,0.992226167,0.99290902
2018-05-17,0.979394636,1.002174611
2018-05-18,0.988213962,0.992306744
2018-05-21,0.981759309,0.990507666
2018-05-22,0.994942832,0.998419508
2018-05-23,0.985441989,0.988743153
2018-05-24,1.01258655,1.009402795
2018-05-25,1.007557721,1.01143001
2018-05-28,1.005385355,1.016677453
2018-05-29,0.989177667,0.995299187
2018-05-30,0.98952894,1.007748696
2018-05-31,1.023564887,1.044474821
2018-06-01,1.00613748,0.986515226
2018-06-04,0.993981293,0.96948735
2018-06-05,1.008319014,1.008503568
2018-06-06,1.005437135,0.996971312
2018-06-07,1.005676774,1.002357402
2018-06-08,0.984724452,0.993768791
2018-06-11,0.999456655,0.996559885
2018-06-12,1.004485036,1.000758948
2018-06-13,0.991665314,0.993933019
2018-06-14,1.000791355,1.002928942
2018-06-15,0.999182004,0.996171591
2018-06-18,0.99525174,0.994851202
2018-06-19,1.002440295,1.002154372
2018-06-20,1.010393873,1.016135409
2018-06-21,1.00644288,1.000705201
2018-06-22,1.02574103,1.01251458
2018-06-25,0.993208339,1.005567955
2018-06-26,1.011643257,0.999403327
2018-06-27,0.994258423,1.009027081
2018-06-28,0.985904402,1.008638644
2018-06-29,1.016027689,0.989487763
2018-07-02,0.994235103,0.983305272
2018-07-03,0.990828106,0.99852888
2018-07-04,1.022769591,1.016109555
2018-07-05,1.004447334,1.009602814
2018-07-06,0.992646488,0.995950559
2018-07-09,0.993765814,1.004964187
2018-07-10,1.019764817,1.00976172
2018-07-11,0.992561324,1.000861908
2018-07-12,1.017945127,1.008239265
2018-07-13,1.004993122,1.006902283
2018-07-16,1.009480355,0.994474758
2018-07-17,0.999045802,1.003642483
2018-07-18,1.010129191,0.99974733
2018-07-19,0.989524497,1.004549214
2018-07-20,0.992682559,1.001349435
2018-07-23,0.996453631,0.985107695
2018-07-24,1.004423316,1.001530293
2018-07-25,1.01280656,1.004907975
2018-07-26,1.01127021,1.010251803
2018-07-27,1.011787091,1.00435556
2018-07-30,0.990963488,0.985355221
2018-07-31,0.983290203,1.004424167
2018-08-01,0.987618117,0.990456527
2018-08-02,0.980610613,0.98679761
2018-08-03,1.023577215,0.995986292
2018-08-06,1.00091024,0.996535715
2018-08-07,0.99964634,1.007851298
2018-08-08,1.003032447,1.002557605
2018-08-09,0.99261816,0.991644628
2018-08-10,1.002208178,0.99808827
2018-08-13,0.986172314,0.989217054
2018-08-14,0.997175141,0.998780867
2018-08-16,0.974092197,0.993585755
2018-08-17,0.997065355,1.000794913
2018-08-20,1.018243046,1.009074061
2018-08-21,0.996510508,0.999928442
2018-08-23,0.996315363,0.992295031
2018-08-24,1.006688349,0.995168037
2018-08-27,1.003022329,1.005121144
2018-08-28,1.015741486,1.006921579
2018-08-29,1.000562617,0.992195145
2018-08-30,0.988702875,0.994034159
2018-08-31,1.000930641,0.997628382
2018-09-03,1.004571399,1.006719387
2018-09-04,1.005141917,0.988795451
2018-09-05,0.991098834,0.997100107
2018-09-06,1.009677919,1.003103844
2018-09-07,0.981519822,1.002314589
2018-09-10,0.981015625,0.992318724
2018-09-11,0.991770858,0.980035764
2018-09-12,1.005219346,1.005723855
2018-09-14,1.025375439,1.008822725
2018-09-17,0.975797865,0.981572724
2018-09-18,0.987678633,0.998494127
2018-09-19,0.986501051,0.985999397
2018-09-21,1.004779723,1.004537691
2018-09-24,0.934380776,0.977388656
2018-09-25,1.031797289,1.013865088
2018-09-26,0.996672964,1.008092604
2018-09-27,0.978245495,1.004039224
2018-09-28,1.014748409,1.01513043
2018-10-01,1.029552579,1.014655667
2018-10-03,0.995128297,0.997887445
2018-10-04,0.989374426,0.963862836
2018-10-05,0.960752341,1.003856468
2018-10-08,0.976033711,0.989670788
2018-10-09,1.027013252,0.997737789
2018-10-10,1.014129324,1.013681336
2018-10-11,0.969832177,0.984952851
2018-10-12,1.027158588,1.022863926
2018-10-15,1.00150263,1.013219971
2018-10-16,1.013474522,0.992380668
2018-10-17,0.989494662,0.990891983
2018-10-19,0.955374612,0.996530943
2018-10-22,0.998825478,1.015830263
2018-10-23,1.017156124,0.992971134
2018-10-24,1.032429228,1.003728241
2018-10-25,0.973010997,0.988229389
2018-10-26,1.004514739,0.996139781
2018-10-29,0.997826215,0.982204773
2018-10-30,0.98439708,0.992965789
2018-10-31,1.058227167,0.999477193
2018-11-01,0.995902218,1.000235386
2018-11-02,1.035414302,1.01948018
2018-11-05,0.98273405,1.003359922
2018-11-06,1.007250823,0.995168712
2018-11-07,1.005509718,1.005856515
2018-11-09,1.000137677,0.993590235
2018-11-12,0.988877264,0.987483294
2018-11-13,1.016036528,1.003487676
2018-11-14,1.00791911,1.015562184
2018-11-15,1.00785689,1.008887754
2018-11-16,1.019097972,1.014758373
2018-11-19,1.005479089,1.004789702
2018-11-20,0.988127517,0.999280004
2018-11-21,0.995391091,1.003130513
2018-11-22,1.002970854,0.993436533
2018-11-26,1.005844052,1.022089255
2018-11-27,1.009046773,1.006927505
2018-11-28,1.013829731,1.012233527
2018-11-29,1.014678423,1.02000718
2018-11-30,1.016715228,0.998779944
2018-12-03,0.995852187,0.992882144
2018-12-04,0.979149312,0.986868878
2018-12-05,1.017453402,1.006545036
2018-12-06,0.986063954,0.9989758
2018-12-07,1.002852297,1.005030877
2018-12-10,0.977015912,0.991056178
2018-12-11,0.999344348,0.986020347
2018-12-12,1.018344049,1.012502731
2018-12-13,1.00095351,1.007672757
2018-12-14,0.980458794,0.997334983
2018-12-17,1.029541516,1.01646228
2018-12-18,0.995740557,1.002464557
2018-12-19,1.015215164,0.994380576
2018-12-20,0.996467679,1.006593044
2018-12-21,0.986782802,0.987695619
2018-12-24,0.976162373,0.985552898
2018-12-26,1.016402492,1.020041814
2018-12-27,1.008017172,0.991848658
2018-12-28,1.015958129,1.008479609
2018-12-31,0.994141266,0.999434736
2019-01-01,1.020651815,1.012442852
2019-01-02,0.985888502,0.990875658
2019-01-03,0.977886048,0.992154099
2019-01-04,1.018457805,1.002675443
2019-01-07,1.000152084,1.001511252
2019-01-08,0.992929191,0.99167708
2019-01-09,1.018377192,1.006562054
2019-01-10,0.992556204,0.996078987
2019-01-11,1.005706782,1.001612521
2019-01-14,0.988852064,0.99514655
2019-01-15,1.011654479,1.009635287
2019-01-16,0.991391211,0.999198831
2019-01-17,1.014962025,1.005707009
2019-01-18,1.00114739,0.999038597
2019-01-21,0.998804096,1.00840277
2019-01-22,0.987502806,0.994274143
2019-01-23,0.989314944,0.985743381
2019-01-24,1.006561981,0.998503847
2019-01-25,1.003399117,0.997026995
2019-01-28,0.98437658,0.994346374
2019-01-29,0.987364528,0.987260994
2019-01-30,0.981012329,0.988870529
2019-01-31,1.019381695,1.022239151
2019-02-01,1.020235649,1.005048198
2019-02-04,1.008795411,1.006912387
2019-02-05,1.001465757,1.004347
2019-02-06,1.003305743,1.004068021
2019-02-07,0.990794537,0.99745601
2019-02-08,0.98730739,1.002550478
2019-02-11,1.001825521,1.008008857
2019-02-12,0.97785135,0.995349707
2019-02-13,1.013359229,1.006456308
2019-02-14,0.984563585,0.984487625
2019-02-15,0.986426054,0.995474363
2019-02-18,0.999973332,0.994882536
2019-02-19,0.988585754,0.997200823
2019-02-20,1.009199061,1.011659989
2019-02-21,1.011200214,1.003580999
2019-02-22,0.997858786,0.988444633
2019-02-25,1.003761789,1.016232757
2019-02-26,0.978437582,0.99306013
2019-02-27,0.993175626,0.991282306
2019-02-28,1.000108637,0.992974071
2019-03-01,1.009912014,1.00279175
2019-03-05,1.000295786,1.011399909
2019-03-06,1.013548387,0.99864743
2019-03-07,0.997347762,1.010573839
2019-03-08,1.002047655,1.000799436
2019-03-11,1.007165415,1.00011747
2019-03-12,1.017100999,1.019991073
2019-03-13,1.010699482,1.025587287
2019-03-14,1.003229693,0.999191574
2019-03-15,1.009044687,1.012698056
2019-03-18,0.993796369,1.003750555
2019-03-19,1.002777212,1.002785823
2019-03-20,1.010010926,1.013780179
2019-03-22,0.996981208,0.990060896
2019-03-25,0.981882869,1.002262593
2019-03-26,1.000334079,1.013172314
2019-03-27,0.986435801,0.994851494
2019-03-28,1.012787124,1.00145687
2019-03-29,1.012239965,1.006991489
2019-04-01,0.995630636,0.996938203
2019-04-02,1.018523716,0.992668051
2019-04-03,1.0085924,0.999084908
2019-04-04,1.014380806,0.996161814
2019-04-05,1.008398423,1.009479192
2019-04-08,0.99791181,0.992973629
2019-04-09,1.006934644,0.999060889
2019-04-10,0.980716719,0.978183408
2019-04-11,0.996821486,1.00900619
2019-04-12,1.001062883,1.003433001
2019-04-15,0.994715919,1.010396204
2019-04-16,1.006180961,1.00709979
2019-04-18,0.988676173,0.995054337
2019-04-22,0.975121647,0.989122142
2019-04-23,0.990173499,0.989685723
2019-04-24,1.023621233,1.015343161
2019-04-25,0.98725005,0.992850093
2019-04-26,1.011380201,1.00773156
2019-04-30,1.008925862,1.016002104
2019-05-02,1.011202727,1.016548361
2019-05-03,0.994547437,1.005157484
2019-05-06,0.979590311,0.983318905
2019-05-07,1.000432471,0.997380231
2019-05-08,0.981920358,0.993497965
2019-05-09,0.991635375,0.992913642
2019-05-10,1.008931369,1.002444454
2019-05-13,1.010974789,0.995950359
2019-05-14,1.006298326,1.000306051
2019-05-15,0.989695705,0.999475502
2019-05-16,0.998534667,1.010473608
2019-05-17,1.026543432,1.022266462
2019-05-20,1.064630201,1.029740485
2019-05-21,0.99623086,0.988221267
2019-05-22,1.011492079,1.000852852
2019-05-23,0.988591734,0.969385846
2019-05-24,1.004256527,1.017687921
2019-05-27,1.019732504,1.014747087
2019-05-28,0.991941071,1.003259493
2019-05-29,0.999813767,1.000289711
2019-05-30,1.017206454,1.009371509
2019-05-31,0.999198865,0.994179254
2019-06-03,1.021899984,1.013090894
2019-06-04,0.99708579,0.998046478
2019-06-06,0.981789159,0.988194756
2019-06-07,1.012548948,1.010027441
2019-06-10,0.992401113,0.996956264
2019-06-11,0.998085732,1.00336038
2019-06-12,0.996392447,0.99128002
2019-06-13,1.007126653,1.007272203
2019-06-14,0.994698521,0.996073138
2019-06-17,0.99412128,0.994620344
2019-06-18,0.990796134,0.998038811
2019-06-19,1.010404087,1.004591995
2019-06-20,1.010963501,0.999176395
2019-06-21,0.973422758,0.994992478
2019-06-24,1.003783632,1.00155331
2019-06-25,1.011121969,1.004445915
2019-06-26,0.997836892,1.016140322
2019-06-27,1.012614732,0.997730864
2019-06-28,0.998474117,0.992466393
2019-07-01,1.024542676,1.017104859
2019-07-02,1.015739793,1.003801975
2019-07-03,0.998224658,0.997855711
2019-07-04,1.001339364,0.997650272
2019-07-05,0.99940796,0.995410258
2019-07-08,0.991684585,0.974599579
2019-07-09,0.98798646,0.987363048
2019-07-10,0.997738266,1.004035055
2019-07-11,1.015329368,1.007702773
2019-07-12,0.998187365,0.994495565
2019-07-15,1.003343963,1.000355069
2019-07-16,1.005385481,0.998517591
2019-07-17,1.004017475,1.00261375
2019-07-18,1.025560852,1.006027237
2019-07-19,0.982261263,0.984970355
2019-07-22,0.949360769,0.966998506
2019-07-23,0.977868215,0.985308521
2019-07-24,1.0213935,1.00768721
2019-07-25,1.005081836,1.002257881
2019-07-26,0.986516956,0.996172437
2019-07-29,0.992265959,0.985509156
2019-07-30,0.989879013,1.003542307
2019-07-31,0.997438007,0.9997336
2019-08-01,0.983504572,0.986743055
2019-08-02,1.018209699,0.996646863
2019-08-05,1.012965926,0.984148847
2019-08-06,1.017446047,1.004519904
2019-08-07,0.993287365,0.997670275
2019-08-08,1.003264068,1.022504579
2019-08-09,1.013449113,1.02187493
2019-08-13,0.949562544,0.972984224
2019-08-14,1.008380553,1.004098453
2019-08-16,0.991641876,0.999215053
2019-08-19,1.006690476,0.990640571
2019-08-20,0.988671034,1.0062306
2019-08-21,0.988900053,1.002364226
2019-08-22,0.974454497,0.976750455
2019-08-23,1.014721215,0.994756451
2019-08-26,1.051180428,1.043209877
2019-08-27,1.012079037,1.001684285
2019-08-28,1.005909948,0.994491029
2019-08-29,0.97316142,0.990856507
2019-08-30,1.017853367,1.000449045
2019-09-03,0.964665697,0.992369667
2019-09-04,1.004880616,1.016644429
2019-09-05,0.973358412,0.994394394
2019-09-06,0.998679158,1.004809521
2019-09-09,1.011168532,1.001647446
2019-09-11,1.003681725,1.00075569
2019-09-12,1.005260999,1.008683872
2019-09-13,1.000528148,0.994099126
2019-09-16,0.982196415,0.994108397
2019-09-17,0.975326738,0.985384221
2019-09-18,0.996017533,0.989327786
2019-09-19,0.993109692,0.503279625
2019-09-20,1.037830447,1.089505472
2019-09-23,1.054994388,1.048057686
2019-09-24,0.98519889,0.997255916
2019-09-25,0.971807512,0.988754187
2019-09-26,0.996739052,1.002258611
2019-09-27,0.986768127,1.001368209
2019-09-30,0.971093865,0.986537534
2019-10-01,1.009407956,1.017393784
2019-10-03,0.989427004,0.979780589
2019-10-04,1.001899167,0.9723346
2019-10-07,0.995450639,0.997646465
2019-10-09,1.016604885,1.034754402
2019-10-10,0.992982018,0.977527175
2019-10-11,1.011167283,0.998542335
2019-10-14,1.002288386,1.004671338
2019-10-15,0.999280308,1.015484889
2019-10-16,1.017583073,0.998405625
2019-10-17,1.020037097,0.999099173
2019-10-18,1.002249073,1.007377049
2019-10-22,1.0097639,1.008380797
2019-10-23,1.013263038,1.001855886
2019-10-24,1.000933293,0.995570232
2019-10-25,0.979766428,0.994256128
2019-10-27,1.001808189,1.007078926
2019-10-29,1.003657349,1.003878161
2019-10-30,0.997349802,1.004708249
2019-10-31,1.011601699,0.985580967
2019-11-01,0.998452085,1.007883935
2019-11-04,1.024758057,0.997419459
2019-11-05,1,1.00214254
2019-11-06,1.018016779,1.013836224
2019-11-07,1.013689994,1.005610154
2019-11-08,0.992092403,0.993590251
2019-11-11,1.000604514,1.007287353
2019-11-13,0.987872279,0.994307175
2019-11-14,1.00876577,1.013001471
2019-11-15,0.998765044,1.003139964
2019-11-18,1.00550797,0.987596839
2019-11-19,0.989178554,1.007804762
2019-11-20,0.994959541,1.001140027
2019-11-21,1.004270883,1.0078533
2019-11-22,1.012192639,0.985506682
2019-11-25,1.025588879,1.005020755
2019-11-26,1.004401735,1.003107545
2019-11-27,1.013733105,1.002627348
2019-11-28,0.988635877,0.989752816
2019-11-29,0.994588159,1.00762665
2019-12-02,1.004070084,0.992784031
2019-12-03,1.005679355,0.99182303
2019-12-04,1.001163944,0.997012904
2019-12-05,1.002217534,0.99516638
2019-12-06,0.972975876,1.000361272
2019-12-09,1.020643367,0.997512138
2019-12-10,0.992969629,1.005269721
2019-12-11,1.011546086,0.99939976
2019-12-12,0.99862167,1.011891892
2019-12-13,1.015549182,1.000197847
2019-12-16,1.008812911,0.994856985
2019-12-17,1.023092306,1.010935698
2019-12-18,1.006193161,1.016717803
2019-12-19,0.986401652,0.997253066
2019-12-20,0.996766035,1.006129733
2019-12-23,1.007715985,1.004395774
2019-12-24,0.995913566,0.989826474
2019-12-26,1.000559528,0.985494318
2019-12-27,1.012447703,1.003581408
2019-12-30,0.997586073,1.005607843
2019-12-31,0.989459653,0.992161604
2020-01-01,1.008870282,1.005109661
2020-01-02,1.013332238,1.006374159
2020-01-03,0.995154882,0.985739266
2020-01-06,0.971337774,0.978358562
2020-01-07,1.012981838,1.015834643
2020-01-08,0.996314776,0.997382199
2020-01-09,1.021299586,1.011214507
2020-01-10,1.00006104,1.00888784
2020-01-13,1.002034547,1.002572698
2020-01-14,1.012080973,1.002721617
2020-01-15,0.998515428,0.995928655
2020-01-16,0.99738809,1.00264746
2020-01-17,0.988658797,0.992622219
2020-01-20,1.000163003,0.981809647
2020-01-21,1.004522582,0.991592956
2020-01-22,0.980186173,0.997187287
2020-01-23,1.004882893,1.003223597
2020-01-24,1.009203591,0.999759007
2020-01-27,0.977578292,0.974810172
2020-01-28,1.014942817,1.008242664
2020-01-29,0.988752262,1.010341727
2020-01-30,1.004471249,0.992070235
2020-01-31,0.999585921,1.000203907
2020-02-01,0.939623032,0.977493272
2020-02-03,0.996252618,0.995078001
2020-02-04,1.038145813,1.03101945
2020-02-05,1.019480381,1.012075134
2020-02-06,1.018731838,0.996103322
2020-02-07,0.987358657,1.001935796
2020-02-10,1.003595702,0.998470456
2020-02-11,1.008636044,1.000241877
2020-02-12,1.001006098,1.006770917
2020-02-13,0.986072366,0.993915132
2020-02-14,0.999209535,0.982237796
2020-02-17,0.978557302,0.99819576
2020-02-18,0.986618445,0.996795793
2020-02-19,1.025207004,1.011498042
2020-02-20,0.996739931,0.991769883
2020-02-24,0.967419287,0.99412538
2020-02-25,1.004493304,0.992024464
2020-02-26,0.990814731,0.999125219
2020-02-27,0.995945561,1.000166771
2020-02-28,0.957552152,0.981825003
2020-03-02,1.001792485,1.00165584
2020-03-03,1.005390774,1.001865039
2020-03-04,1.006685224,0.972118802
2020-03-05,0.995013712,1.002176089
2020-03-06,0.961003166,0.985712425
2020-03-09,0.961340634,0.975680677
2020-03-11,1.00411756,1.005870135
2020-03-12,0.921154082,0.916950979
2020-03-13,1.101881964,1.047488495
2020-03-16,0.891111864,0.934286783
2020-03-17,0.953332428,0.975587794
2020-03-18,0.924108668,0.89929238
2020-03-19,0.996949247,1.021268104
2020-03-20,1.084291543,0.985818771
2020-03-23,0.867014453,0.873931019
2020-03-24,0.989741566,0.995010045
2020-03-25,1.093648263,1.115995832
2020-03-26,1.052975305,1.051765392
2020-03-27,1.011971729,1.003717678
2020-03-30,0.88868301,0.919509094
2020-03-31,1.047698476,1.036373474
2020-04-01,0.969628314,0.962582666
2020-04-03,0.946984528,0.980955825
2020-04-07,1.03707779,1.101062849
2020-04-08,1.00234704,0.991965182
2020-04-09,1.092571209,1.040668242
2020-04-13,0.971874817,0.967893627
2020-04-15,0.964415176,0.964203943
2020-04-16,1.018448913,1.01905479
2020-04-17,1.033738275,1.034725774
2020-04-20,1.028025705,1.03795452
2020-04-21,0.966429357,0.975445838
2020-04-22,0.99667605,1.007540824
2020-04-23,0.999579365,1.02837605
2020-04-24,0.950013526,0.982302738
2020-04-27,1.007055622,0.991098556
2020-04-28,1.078136291,1.001828547
2020-04-29,1.070491899,1.049065922
2020-04-30,1.043146863,1.025278887
2020-05-04,0.899973904,0.921341585
2020-05-05,0.980021457,0.987486457
2020-05-06,1.025001479,1.038345493
2020-05-07,0.983690789,0.977387997
2020-05-08,0.991666178,1.004378378
2020-05-11,0.981505593,0.98573812
2020-05-12,1.009436522,0.984439834
2020-05-13,1.023087032,1.028950141
2020-05-14,0.953087141,0.963402145
2020-05-15,1.000857633,0.993789862
2020-05-18,0.925480475,0.942014299
2020-05-19,1.018385635,0.992828542
2020-05-20,1.056596422,1.031842533
2020-05-21,0.981745544,1.002858476
2020-05-22,0.949195517,0.975917631
2020-05-26,0.990766085,1.016153067
2020-05-27,1.045434877,1.060124355
2020-05-28,1.033940397,1.046035523
2020-05-29,1.021678882,1.006770696
2020-06-01,1.047501356,1.037829034
2020-06-02,1.043649652,1.013516934
2020-06-03,1.012186044,1.021228771
2020-06-04,0.961130935,0.979897285
2020-06-05,1.001303633,1.031596286
2020-06-08,0.996716857,0.983113176
2020-06-09,1.006417537,0.971847623
2020-06-10,1.020992043,1.004608528
2020-06-11,0.987923506,0.976558955
2020-06-12,1.002657417,1.014608714
2020-06-15,0.977374177,0.966522513
2020-06-16,1.040105044,1.042690951
2020-06-17,0.985043087,0.988741922
2020-06-18,1.034157078,1.04156242
2020-06-19,0.988765861,1.013137899
2020-06-22,0.991444608,0.995548459
2020-06-23,1.010278114,1.013171324
2020-06-24,0.978047984,0.990597717
2020-06-25,0.988902795,0.996368039
2020-06-26,0.995246934,1.026925881
2020-06-29,0.984061944,1.0185527
2020-06-30,1.007753496,0.990520887
2020-07-01,1.045878095,1.017591594
2020-07-02,1.029588862,1.004425595
2020-07-03,0.997750668,0.985817881
2020-07-06,0.991247613,1.027049676
2020-07-07,1.009659121,1.001949229
2020-07-08,0.999628992,1.004705244
2020-07-09,1.029585642,1.013149007
2020-07-10,0.971238767,0.982354771
2020-07-13,0.978552492,0.977513347
2020-07-14,0.970767522,0.980189771
2020-07-15,0.999051127,0.994616801
2020-07-16,0.99882675,1.008925604
2020-07-17,1.010096208,1.033786645
2020-07-20,1.000110751,1.03149893
2020-07-21,1.042966695,1.004854155
2020-07-22,0.998619701,0.989284616
2020-07-23,0.997209006,1.003595685
2020-07-24,0.981607847,0.990003539
2020-07-27,1.005132244,0.964614422
2020-07-28,1.025178981,1.006623437
2020-07-29,0.98943263,0.979708278
2020-07-30,0.964496884,0.986896487
2020-07-31,0.984149339,0.983010517
2020-08-03,0.976346138,0.970178156
2020-08-04,1.023738361,1.039570858
2020-08-05,0.997529617,0.986463783
2020-08-06,1.003968031,1.012797431
2020-08-07,0.996608269,1.003026809
2020-08-10,1.011953648,1.006514346
2020-08-11,1.015453459,1.015228668
2020-08-12,0.993129875,0.997234332
2020-08-13,0.994846213,0.995628467
2020-08-14,0.992714076,0.976771635
2020-08-17,1.004939443,0.998356615
2020-08-18,1.011191025,1.022996853
2020-08-19,1.003981985,1.009559867
2020-08-20,0.976585793,0.992874555
2020-08-21,1.010587346,1.02516525
2020-08-24,1.014301156,1.028922765
2020-08-25,0.999863377,1.00237232
2020-08-26,0.992566681,0.99888363
2020-08-27,1.026486784,0.9943225
2020-08-28,1.010273054,1.002158079
2020-08-31,0.973105005,1.001211306
2020-09-01,1.010149514,1.010261236
2020-09-02,0.987035436,1.006076466
2020-09-03,0.989902583,0.997134418
2020-09-04,0.978410504,0.989742683
2020-09-07,1.012092445,0.992137943
2020-09-08,0.992295238,1.001755966
2020-09-09,0.990688122,0.985662277
2020-09-10,1.009484595,0.994573643
2020-09-11,0.994767785,0.989088075
2020-09-14,0.982948279,0.980809345
2020-09-15,1.01193901,1.011862564
2020-09-16,1.005344705,1.021625409
2020-09-17,0.986539604,0.990810588
2020-09-18,0.988333763,0.975729051
2020-09-21,0.990806265,0.992433557
2020-09-22,0.980505225,0.986753073
2020-09-23,0.99537272,1.011444852
2020-09-24,0.981854718,0.983910241
2020-09-25,1.009255582,1.013198758
2020-09-28,1.017826877,1.009770115
2020-09-29,1.01882304,1.007920698
2020-09-30,1.015731714,1.015105172
2020-10-01,1.029079624,1.026284072
2020-10-05,0.996900567,1.006685035
2020-10-06,1.083636771,1.026697178
2020-10-07,1.007418321,1.015863998
2020-10-08,1.000256575,1.025424823
2020-10-09,1.00430935,1.035031045
2020-10-12,1.003958828,0.983867699
2020-10-13,0.98880635,0.987475796
2020-10-14,1.018755789,1.010889065
2020-10-15,0.983508852,0.965125877
2020-10-16,1.00744659,1.025742998
2020-10-19,1.035581383,1.003501897
2020-10-20,0.992025597,1.016949857
2020-10-21,1.016598025,1.018587361
2020-10-22,0.996973764,0.989251624
2020-10-23,1.008396367,1.002027082
2020-10-26,1.006627179,0.979851109
2020-10-27,0.98456604,1.018333471
2020-10-28,0.964508781,0.98094234
2020-10-29,0.982426736,0.981481481
2020-10-30,0.994442434,0.996925539
2020-11-02,1.060955005,1.026783828
2020-11-03,1.044173853,1.026908044
2020-11-04,0.979938525,1.007572419
2020-11-05,1.005986017,1.009384444
2020-11-06,1.0179702,1.030294674
2020-11-09,1.006383128,1.025159638
2020-11-10,1.055759491,1.039610608
2020-11-11,1.022974341,0.997345101
2020-11-12,1.003355849,0.986870031
2020-11-13,0.989129969,0.990595611
2020-11-14,1.001950797,1.008021784
