Date,Ratio_a (HDFCLTD),Ratio_b (HDFCBANK)
2017-05-29,1.032915563,1.003628536
2017-05-30,0.987897551,0.998253569
2017-05-31,0.993890472,1.004389061
2017-06-01,1.008854349,0.995355091
2017-06-02,1.013196527,1.003469237
2017-06-05,1.000934783,1.000795472
2017-06-06,0.999750957,1.002078811
2017-06-07,0.996014324,1.001128771
2017-06-08,1.021383687,1.002407362
2017-06-09,1.008356034,1.013406293
2017-06-12,1.000182127,1.001169906
2017-06-13,1.012230653,1.004764045
2017-06-14,0.990075855,0.996719747
2017-06-15,0.99136939,0.995901149
2017-06-16,1.002443718,1.002944092
2017-06-19,1.008136027,1.01416804
2017-06-20,0.986277355,0.99624904
2017-06-21,0.998007968,1.007204056
2017-06-22,1.015691694,0.99958792
2017-06-23,0.998518563,0.98860424
2017-06-27,0.99981833,0.993447115
2017-06-28,0.986644862,0.999280425
2017-06-29,1.001964395,0.997959735
2017-06-30,0.989431442,0.993385647
2017-07-03,1.004148735,1.003964771
2017-07-04,1.011716462,0.99683468
2017-07-05,0.992960107,0.99721777
2017-07-06,1.011540114,1.005701289
2017-07-07,0.988621882,1.00545789
2017-07-10,1.005954025,1.005488244
2017-07-11,1.002379717,1.002415963
2017-07-12,0.998295541,1.000505832
2017-07-13,1.010335681,1.00136803
2017-07-14,0.994447462,0.997861661
2017-07-17,1.002822116,1.001428614
2017-07-18,1.000393379,1.000713288
2017-07-19,1.001119177,1.005197351
2017-07-20,0.997673505,1.010990959
2017-07-21,0.99391278,0.995411772
2017-07-24,0.994698193,1.018819177
2017-07-25,0.99987747,1.002622327
2017-07-26,1.000857817,1.004541143
2017-07-27,1.058006061,1.02409087
2017-07-28,1.033069089,0.993769732
2017-07-31,1.002184446,1.003317402
2017-08-01,0.994327232,1.00717328
2017-08-02,0.992861559,0.996911863
2017-08-03,0.983214447,0.993469707
2017-08-04,0.996890744,1.005786679
2017-08-07,0.996563375,0.999050412
2017-08-08,0.996812333,0.994045456
2017-08-09,1.006831793,0.992434895
2017-08-10,0.987381977,0.997733005
2017-08-11,0.991548719,0.993524383
2017-08-14,1.010971186,1.004659672
2017-08-16,1.016219843,1.013686547
2017-08-17,1.010047366,0.991101754
2017-08-18,0.986244138,0.992494619
2017-08-21,1.001786692,0.99489199
2017-08-22,1.007047723,1.002179899
2017-08-23,1.008483775,1.014567831
2017-08-24,0.995524713,0.994386301
2017-08-28,1.005178251,0.999858156
2017-08-29,0.978119958,0.990863952
2017-08-30,1.018086584,1.012828222
2017-08-31,1.010147523,1.004466936
2017-09-01,0.990235804,0.995018154
2017-09-04,0.997641442,0.990552161
2017-09-05,1.006779082,1.00254155
2017-09-06,1.004356929,1.002592076
2017-09-07,1.003774648,1.003778624
2017-09-08,0.998568783,1.011944185
2017-09-11,1.001433269,1.019970352
2017-09-12,1.009204692,1.006499027
2017-09-13,0.988877148,1.003623583
2017-09-14,0.996456892,0.998669816
2017-09-15,0.998391466,1.00519191
2017-09-18,1.00158286,1.006219746
2017-09-19,0.989191477,0.994221828
2017-09-20,1.008301951,0.999540466
2017-09-21,1.012138189,0.994726452
2017-09-22,0.995722912,0.991843837
2017-09-25,0.9854572,0.986650951
2017-09-26,0.992136976,0.995860536
2017-09-27,0.987422828,0.991184512
2017-09-28,1.014540379,1.010582606
2017-09-29,0.998738785,1.005792904
2017-10-03,1.011164366,1.001744476
2017-10-04,1.003689827,0.993448876
2017-10-05,0.990724507,1.000890373
2017-10-06,0.993320774,1.000833982
2017-10-09,1.005574713,0.997444586
2017-10-10,0.997170944,1.004010025
2017-10-11,1.003438888,0.99303822
2017-10-12,1.002741682,1.016004245
2017-10-13,1.00620888,1.017594018
2017-10-16,0.99799032,1.003430949
2017-10-17,0.998213171,0.996823089
2017-10-18,0.995340247,1.009318028
2017-10-19,0.996688647,0.989242708
2017-10-23,0.98662466,1.008061026
2017-10-24,0.999941941,1.002039392
2017-10-25,0.974075364,0.961437523
2017-10-26,1.008762257,1.000139268
2017-10-27,1.003958992,0.997604924
2017-10-30,1.003972808,1.013372044
2017-10-31,1.000937976,0.996418733
2017-11-01,1.027468666,1.007022394
2017-11-02,1.004531722,1.00049418
2017-11-03,1.007972762,1.004719829
2017-11-06,1.007825255,0.998852898
2017-11-07,0.985727852,0.997320354
2017-11-08,0.990253025,1.001233756
2017-11-09,0.987639131,1.001040554
2017-11-10,0.990526407,0.996799519
2017-11-13,0.977069319,0.995362239
2017-11-14,0.994671616,0.993824267
2017-11-15,0.993680029,0.998834854
2017-11-16,1.008177358,1.004138314
2017-11-17,1.024693583,1.009874426
2017-11-20,0.990442685,1.00690203
2017-11-21,1.00313758,1.004406604
2017-11-22,1.013956919,1.004874746
2017-11-23,0.992113611,0.993316265
2017-11-24,1.003783879,1.004639553
2017-11-27,0.999970778,1.003321811
