"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFC","EQ","01-Jan-2020","       2412.55","       2418.00","       2438.50","       2409.00","       2435.75","       2433.95","       2425.83","     945874","          2294533927.25","      29500","     355005","         37.53"
"HDFC","EQ","02-Jan-2020","       2433.95","       2430.00","       2472.75","       2422.00","       2469.90","       2466.40","       2450.70","    1701396","          4169605313.45","      74760","     990649","         58.23"
"HDFC","EQ","03-Jan-2020","       2466.40","       2455.00","       2466.40","       2441.80","       2452.05","       2454.45","       2451.88","    1963923","          4815298362.90","      92333","    1260684","         64.19"
"HDFC","EQ","06-Jan-2020","       2454.45","       2428.00","       2445.00","       2371.40","       2389.95","       2384.10","       2396.09","    2656731","          6365761040.90","     100147","    1380849","         51.98"
"HDFC","EQ","07-Jan-2020","       2384.10","       2401.25","       2428.80","       2380.20","       2420.00","       2415.05","       2406.92","    3771992","          9078864621.95","     127128","    2163190","         57.35"
"HDFC","EQ","08-Jan-2020","       2415.05","       2387.00","       2413.00","       2385.50","       2400.00","       2406.15","       2399.40","    2147334","          5152320291.20","     154324","    1254440","         58.42"
"HDFC","EQ","09-Jan-2020","       2406.15","       2430.00","       2462.70","       2421.15","       2454.00","       2457.40","       2444.29","    3247323","          7937400089.55","      93253","    2172018","         66.89"
"HDFC","EQ","10-Jan-2020","       2457.40","       2465.00","       2477.65","       2440.30","       2460.00","       2457.55","       2457.59","    2082060","          5116849567.70","     101887","    1163753","         55.89"
"HDFC","EQ","13-Jan-2020","       2457.55","       2461.10","       2471.05","       2441.00","       2461.50","       2462.55","       2452.05","    3401754","          8341254561.05","     114337","    2463811","         72.43"
"HDFC","EQ","14-Jan-2020","       2462.55","       2463.65","       2499.90","       2446.60","       2488.30","       2492.30","       2476.40","    2549328","          6313164443.50","      94187","    1603409","         62.90"
"HDFC","EQ","15-Jan-2020","       2492.30","       2483.95","       2495.00","       2453.55","       2491.70","       2488.60","       2478.41","    2279961","          5650678838.90","      84002","    1321926","         57.98"
"HDFC","EQ","16-Jan-2020","       2488.60","       2486.00","       2495.75","       2471.80","       2481.45","       2482.10","       2483.17","    1794295","          4455532994.00","      93656","    1105011","         61.58"
"HDFC","EQ","17-Jan-2020","       2482.10","       2467.75","       2479.00","       2448.25","       2452.70","       2453.95","       2461.39","    2250437","          5539209315.00","     158586","    1462820","         65.00"
"HDFC","EQ","20-Jan-2020","       2453.95","       2474.00","       2486.55","       2440.40","       2454.30","       2454.35","       2458.95","    2274456","          5592774717.15","      71888","    1368222","         60.16"
"HDFC","EQ","21-Jan-2020","       2454.35","       2443.00","       2485.90","       2432.00","       2465.00","       2465.45","       2460.71","    2404025","          5915603566.35","      72342","    1420377","         59.08"
"HDFC","EQ","22-Jan-2020","       2465.45","       2474.00","       2483.35","       2412.20","       2418.00","       2416.60","       2436.65","    3356004","          8177410518.70","      81156","    2580610","         76.90"
"HDFC","EQ","23-Jan-2020","       2416.60","       2422.00","       2436.40","       2404.35","       2429.00","       2428.40","       2422.03","    1812646","          4390290577.90","      63207","     948425","         52.32"
